name,nationality,nationality2,position,played_in_khl,played_in_nhl,teams,gagarin_cup,stanley_cup,olympic_gold,world_gold,link
Егор Клёсов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Sibir Novosibirsk / Sibir Novosibirsk U16 / Sibir Novosibirsk U17 / Sibir Novosibirsk U18 / Sibirskie Snaipery Novosibirsk / Zauralie Kurgan",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/759171/yegor-klyosov
Тимур Марченко,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Dynamo St. Petersburg U16 / Dynamo St. Petersburg U17 / Mamonty Yugry / Россия U16 (all) / Russkie Vityazi / Vityaz Moscow Region / Yugra Khanty-Mansiysk U16 / Yugra Khanty-Mansiysk U17 / Yugra Khanty-Mansiysk U18",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/835469/timur-marchenko
Иван Стефанишин,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / Armiya-SKA St. Petersburg U17 / Россия U16 (all) / Россия U17 (all) / Россия U18 (all) / SKA St. Petersburg / SKA-1946 St. Petersburg / SKA-Strelna St. Petersburg U16 / SKA-Yunior Krasnogorsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/836576/ivan-stefanishin
Артём Бондарь,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Dynamo Moskva / Dynamo Moskva U16 / Dynamo Moskva U17 / Dynamo Moskva U18 / MHK Dynamo Moskva",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/837554/artyom-bondar
Карим Вазиев,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Ak Bars Kazan / Ak Bars Kazan U16 / Ak Bars Kazan U17 / Ak Bars Kazan U18 / Irbis Kazan",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/837597/karim-vaziyev
Марат Сагымбаев,Казахстан,N/A,Защитник,ИСТИНА,ЛОЖЬ,Barys Astana / Barys Nur-Sultan U15 / Barys Nur-Sultan U16 / Barys-Jastar Astana / Казахстан U18 / MHK Astana / MHK Barys Astana / Nomad Astana / Snezhnye Barsy Astana,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/951811/marat-sagymbayev
Матвей Кривоножкин,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Lada Togliatti / Lada Togliatti U16 / Lada Togliatti U18 / Ladia Togliatti,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/886712/matvei-krivonozhkin
Илья Люзенков,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Sibir Novosibirsk / Sibir Novosibirsk U15 / Sibir Novosibirsk U16 / Sibir Novosibirsk U17 / Sibir Novosibirsk U18 / Sibirskie Snaipery Novosibirsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/828103/ilya-lyuzenkov
Алексей Зайцев,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Dynamo Moskva / Dynamo Moskva U16 / Dynamo Moskva U17 / Dynamo Moskva U18 / Kristall Saratov / MHK Dynamo Moskva",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/779988/alexei-zaitsev
Булат Ахсянов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / SKA St. Petersburg U16 / SKA St. Petersburg U17 / Salavat Yulaev Ufa / Salavat Yulaev Ufa U18 / Tolpar Ufa / Toros Neftekamsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/803122/bulat-akhsyanov
Дмитрий Бойков,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Avangard Omsk U16 / Avangard Omsk U17 / Avto Yekaterinburg / Avtomobilist Yekaterinburg / Gornyak-UGMK / Spartakovets Yekaterinburg / Yastreby Omsk U18,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/805005/dmitri-boikov
Степан Мысляев,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Belye Medvedi Chelyabinsk / Chelmet Chelyabinsk / Россия U17 (all) / Россия U18 (all) / Traktor Chelyabinsk / Traktor Chelyabinsk U16 / Traktor Chelyabinsk U17 / Traktor Chelyabinsk U18 / Yunison-Moskva,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/568974/stepan-myslyayev
Захар Захаров,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Gornyak Rudny / HK Aktobe / HK Vidnoye / Metallurg Magnitogorsk / Metallurg Magnitogorsk U16 / Metallurg Magnitogorsk U17 / Metallurg Magnitogorsk U18 / Stalnye Lisy Magnitogorsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/566686/zakhar-v.-zakharov
Семен Буйван,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / Arlan Kokshetau / Belye Medvedi Chelyabinsk / Chelmet Chelyabinsk / Metallurg Magnitogorsk U16 / Metallurg Magnitogorsk U17 / Россия U18 (all) / Stalnye Lisy Magnitogorsk / Traktor Chelyabinsk / Zauralie Kurgan",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/566653/semyon-buivan
Максим Кузнецов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,HK Tambov / Metallurg Magnitogorsk / Metallurg Magnitogorsk U16 / Metallurg Magnitogorsk U17 / Metallurg Magnitogorsk U18 / Stalnye Lisy Magnitogorsk / Yuzhny Ural Orsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/566693/maxim-kuznetsov
Александр Агапов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / Buran Voronezh / Dizel Penza / Dizel Penza U16 / Dizel Penza U18 / Dizelist Penza / HK Chelny / HK Tambov / Metallurg Novokuznetsk / Rus Moskva U16 / Rus Moskva U18 / Россия U18 (all) / Severstal Cherepovets / Zauralie Kurgan,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/589066/alexander-agapov
Егор Пензин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""C"" / Magnitka Magnitogorsk / Metallurg Magnitogorsk / Metallurg Magnitogorsk U16 / Metallurg Magnitogorsk U17 / Metallurg Magnitogorsk U18 / Stalnye Lisy Magnitogorsk / Yuzhny Ural Orsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/566752/yegor-penzin
Роман Романов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Loko Yaroslavl / Loko-Yunior Yaroslavl / Lokomotiv Yaroslavl / Lokomotiv Yaroslavl U16 / Lokomotiv Yaroslavl U17 / Molot Perm / Россия U18 (all) / Россия U20 (all),ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/586992/roman-romanov
Егор Гурзанов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / SKA St. Petersburg / SKA-1946 St. Petersburg / SKA-Neva St. Petersburg / SKA-Varyagi St. Petersburg / Varyagi im. Morozova U16 / Varyagi im. Morozova U17 / Yugra Khanty-Mansiysk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/595528/yegor-gurzanov
Данил Новиков,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Dynamo St. Petersburg U16 / Dynamo St. Petersburg U17 / Dynamo St. Petersburg U18 / HK SZIU RANKhiGS St. Petersburg / Izhstal Izhevsk / Neftekhimik Nizhnekamsk / Reaktor Nizhnekamsk / Yuzhny Ural Orsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/595531/danil-novikov
Алексей Орлов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Ertis Pavlodar / Gornyak Rudny / HK Rostov / Sokol Krasnoyarsk / Traktor Chelyabinsk / Traktor Chelyabinsk-2 / Zauralie Kurgan / Zauralie Kurgan-2,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/19577/alexei-orlov
Артём Маслов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Buran Voronezh / CSKA Moskva / CSKA-Krasnaya Armiya Moskva / HK Ryazan / HK Zelenograd / Izhstal Izhevsk / Krylia Sovetov Moskva / MHK Krylia Sovetov Moskva / Molot-Prikamie Perm / Oktan Perm / Spartak Moskva-2 / Steaua Bucuresti,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/19033/artyom-maslov
Максим Сироков,Латвия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / ASC Corona Brasov / ASK/Zemgale / Arlan Kokshetau / Dinamo Riga / Fort Wayne Komets / HC Nitra / HC Sierre / HK Riga 2000 / HK Välk 494 Tartu / Karlskrona HK / Kazzinc-Torpedo / Латвия / Латвия (all) / Латвия U20 / Levy L’viv / Metalurgs Liepaja / Neman Grodno / Olimp Riga / Prizma Riga / Pustertal/Val Pusteria / Red Ice HC / Sterzing/Vipiteno",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/20402/maksims-sirokovs
Ренарс Карклс,Латвия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Dinamo Riga / EHC Lustenau / GKS Tychy / HK Riga / Jamestown Rebels / Латвия (all) / Латвия U18 / Латвия U20 / Venta 2002 / Venta 2002 Jr / Zemgale,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/325567/renars-karkls
Константин Дубин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Dynamo Moskva U17 / Metallurg Magnitogorsk / Sarmaty Orenburg / Stalnye Lisy Magnitogorsk / Yunior Kurgan / Yunior Orenburg U18 / Zauralie Kurgan,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/337853/konstantin-dubin
Кирилл Нижников,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / Barrie Colts / Knoxville Ice Bears / Mississauga Rebels U15 AAA / Orli Znojmo / Owen Sound Attack / Severstal Cherepovets / Shawinigan Cataractes / Sudbury Wolves / TUTO Hockey U20 / Toronto Jr. Canadiens / Toronto Jr. Canadiens U16 AAA,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/335964/kirill-nizhnikov
Захар Пархоменко,Казахстан,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Altay Ust-Kamenogorsk / Altay-Torpedo Ust-Kamenogorsk / Arlan Kokshetau / Barys Nur-Sultan / HK Almaty / Казахстан U18 / Казахстан U20 / Nomad Nur-Sultan / Saryarka Karaganda / Torpedo Ust-Kamenogorsk / Torpedo Ust-Kamenogorsk-2,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/326795/zakhar-parkhomenko
Александр Мелихов,Казахстан,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Altay-Torpedo Ust-Kamenogorsk / Barys Astana / Barys Astana U18 / Казахстан U18 / Казахстан U20 / Nomad Astana / Salavat Yulaev Ufa U17 / Snezhnye Barsy Astana,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/347496/alexander-melikhov
Михаил Жолобов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,HK Tambov / HK Zelenograd / Khimik Voskresensk / MHK Spartak Moskva / Spartak Moskva,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/314716/mikhail-zholobov
Артём Ступников,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Chaika Nizhny Novgorod / Khimik Novopolotsk / MHK Spartak Moskva / Port Huron Prowlers / Russkie Vityazi Chekhov / Torpedo Nizhny Novgorod,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/314715/artyom-stupnikov
Алексей Полодян,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Anglet / Bordeaux / Россия U20 / Россия U20 (all) / SKA St. Petersburg / SKA-1946 St. Petersburg / SKA-Neva St. Petersburg / SKA-Varyagi St. Petersburg / Serebryanye Lvy St. Petersburg / Serebryanye Lvy U17,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/313724/alexei-polodyan
Игорь Бондырев,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""C"" / CSK VVS Samara / HK Ryazan / Lada Togliatti / Loko Yaroslavl / Loko-Yunior Yaroslavl / Lokomotiv Yaroslavl / Lokomotiv-2004 Yaroslavl U17 / Molot-Prikamie Perm / Neftyanik Almetievsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/320898/igor-bondyrev
Александр Зарубин,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / CSKA Moskva U17 / Severstal Cherepovets,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/313027/alexander-zarubin
Павел Жирнов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / CSK VVS Samara / HK Cheboksary / HK Norilsk / Kristall Saratov / Molot-Prikamie Perm / Severstal Cherepovets / Sokol Novocheboksarsk U18,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/428617/pavel-zhirnov
Сергей Мартынов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / HK Almaty / HK Chelny / HK Lida / Izhstal Izhevsk / Neftekhimik Nizhnekamsk / Neftekhimik Nizhnekamsk U16 / Neftekhimik Nizhnekamsk U17 / Neftekhimik Nizhnekamsk U18 / Reaktor Nizhnekamsk / Zauralie Kurgan",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/398464/sergei-martynov
Владислав Пшеничников,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Avto Yekaterinburg / Avtomobilist Yekaterinburg / Connecticut Jr. Rangers / IFK Täby HC J18 / IFK Täby HC U16 / Nacka HK / Nacka HK J18 / Nacka HK J20 / New York Aviators / SUNY-Plattsburgh / Spånga IS J18 / Spånga IS U16 / Utica Jr. Comets / Utica Univ. / Wings HC J18 / Wings HC J20,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/402874/vladislav-pshenichnikov
Мико Луото,Финляндия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Cracovia Krakow / Финляндия U20 (all) / Gherdëina / HIFK / HIFK U20 / JoKP / Jokerit / Jokerit U16 / Jokerit U18 / Jokerit U20 / Kiekko-Vantaa / Podhale Nowy Targ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/397016/mico-luoto
Андрей Мозякин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Metallurg Magnitogorsk / Metallurg Magnitogorsk U16 / Metallurg Magnitogorsk U17 / Stalnye Lisy Magnitogorsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/519798/andrei-mozyakin
Александр Точилкин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,HK Tambov / Khimik Voskresensk / Kuznetskie Medvedi / MHK Spartak Moskva / MHK Tambov / Metallurg Novokuznetsk / Spartak Moskva / Spartak Moskva U16 / Spartak Moskva U17 / Spartak Moskva U18 / Vityaz Podolsk U16 / Vityaz Podolsk U18,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/526254/alexander-tochilkin
Игнат Холкин,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / Beibarys Atyrau / CSKA Moskva U16 / CSKA Moskva U17 / CSKA Moskva U18 / Chaika Nizhny Novgorod / Liaoning Shenyang / MHK Spartak Moskva / Saryarka Karaganda / Severstal Cherepovets / Torpedo Nizhny Novgorod U18 / Vityaz Podolsk U16,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/512841/ignat-kholkin
Даниил Белялов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / CSK VVS Samara / HK Ryazan / Loko-Yunior Yaroslavl / Lokomotiv-2004 Yaroslavl U17 / Ryazan-VDV / Severstal Cherepovets / Vityaz Podolsk U16,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/512838/daniil-belyalov
Артур Егоров,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / Buran Voronezh / Dynamo-Altay Barnaul / Feniks Kazan / HK SGUS Smolensk / Metallurg Maiskiy / Severstal Cherepovets / Slavutich Smolensk / Spartak Moskva U16 / Spartak Moskva U17 / Spartak Moskva U18,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/514486/artur-yegorov
Алексей Горячев,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Bars Kazan / Lada Togliatti / Loko Yaroslavl / Loko-Yunior Yaroslavl / Lokomotiv Yaroslavl / Lokomotiv-2004 Yaroslavl U16 / Lokomotiv-2004 Yaroslavl U17 / Metallurg Novokuznetsk / Molot Perm / Россия U17 / Россия U17 (all),ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/514163/alexei-goryachev
Максим Петров,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""C"" / Buldogi St. Petersburg U16 / Dynamo Moskva / Dynamo St. Petersburg / Dynamo St. Petersburg U16 / Dynamo St. Petersburg U17 / Dynamo St. Petersburg U18 / Dynamo-Yunior St. Petersburg / Dynamo-Yunior St. Petersburg U18 / HK Chelny / Khimik Voskresensk / Kristall Saratov / MHK Dynamo Moskva / MHK Dynamo St. Petersburg / Omskie Krylia / Россия U17 (all) / Toros Neftekamsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/515154/maxim-petrov
Глеб Бабинцев,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Chelmet Chelyabinsk / HK Tambov / Kulager Petropavlovsk / Metallurg Magnitogorsk / Metallurg Magnitogorsk U16 / Metallurg Magnitogorsk U17 / Peterborough Petes / Россия U18 (all) / Россия U20 (all) / Ryazan-VDV / Stalnye Lisy Magnitogorsk / Stalnye Serdtsa MGTU im. Nosova / Yermak Angarsk / Zauralie Kurgan,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/375633/gleb-babintsev
Артём Марков,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Almaz Cherepovets / Buran Voronezh / Molot-Prikamie Perm / Severstal Cherepovets / Severstal Cherepovets U17",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/357584/artyom-markov
Георгий Дедов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,HK Ryazan / Россия U18 / Russkie Vityazi Chekhov / SKA-1946 St. Petersburg / Sokol Krasnoyarsk / Syracuse Jr. Stars / Vityaz Podolsk / Vityaz Podolsk U16 / Vityaz Podolsk U17 / Zvezda Moskva,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/360966/georgi-dedov
Евгений Каницкий,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,CSKA Moskva / Krasnaya Armiya Moskva / Kuznetskie Medvedi / Metallurg Novokuznetsk / Metallurg Novokuznetsk U18 / Rubin Tyumen / Россия U20 (all) / Zvezda Moskva,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/360014/yevgeni-kanitsky
Ээту Мяки,Финляндия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Briançon / Финляндия U16 (all) / Финляндия U17 / Финляндия U17 (all) / Финляндия U18 (all) / Финляндия U20 (all) / Frederikshavn White Hawks / Hermes / Hermes U16 / Jokerit / Jokerit U20 / KeuPa HT / Kiekko-Vantaa / SaPKo / Sport / Sport U16 / Sport U18 / Sport U20,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/361832/eetu-maki
Никита Пензов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,HK Celje / Jersey Shore Wildcats / Kunlun Red Star / Pikes Peak Miners 16U AAA / Yunior Kurgan / Zauralie Kurgan,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/364315/nikita-penzov
Владислав Фёдоров,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Almaz Cherepovets / HK Chelny / Irbis Kazan / Molot-Prikamie Perm / Severstal Cherepovets / Severstal Cherepovets U16 / Severstal Cherepovets U17 / Severstal Cherepovets U18,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/358905/vladislav-fyodorov
Георгий Юров,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Dynamo Moskva U16 / Dynamo Moskva U17 / Dynamo Moskva U18 / HK MVD Balashikha / HK Ryazan / Ryazan-VDV / Sibir Novosibirsk / Sibirskie Snaipery Novosibirsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/395871/georgi-yurov
Иван Иванов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Dynamo St. Petersburg U16 / Dynamo St. Petersburg U17 / Evry-Viry / HK Aktobe / Lesgaft Univ. St. Petersburg / SKA St. Petersburg / SKA-1946 St. Petersburg / SKA-Neva St. Petersburg / SKA-Varyagi St. Petersburg / SKA-Varyagi im. Morozova,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/392574/ivan-a.-ivanov
Владислав Михальчук,Беларусь,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Adirondack Thunder / Беларусь (all) / Беларусь U18 / Беларусь U20 / Dinamo-Raubichi / Jacksonville Icemen / Prince George Cougars / Team Беларусь U18 / Team Беларусь U20 / Torpedo Nizhny Novgorod / Torpedo-Gorky NN / Utah Grizzlies / Wheeling Nailers / Yunior Minsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/383130/vladislav-mikhalchuk
Андрей Легалин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""C"" / HC 19 Humenné / HC Topolcany / HK Bardejov / HK Skalica / Humo Tashkent / MHK Spartak Moskva / Spartak Moskva / Spartak Moskva U16 / Spartak Moskva U17 / Spartak Moskva U18",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/396206/andrei-legalin
Иван Лапшин,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,AKM Tula Region / Admiral Vladivostok / Belye Medvedi Chelyabinsk / Taifun Primorsky Krai / Toros Neftekamsk / Traktor Chelyabinsk U16 / Traktor Chelyabinsk U17 / Traktor Chelyabinsk U18 / Yermak Angarsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/379750/ivan-lapshin
Денисс Вильманс,Латвия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Dinamo Riga / HK Lido / HK Lido U16 / HK Riga / Латвия U16 (all) / Латвия U17 (all) / Латвия U18 (all) / Liepaja / Liepaja Juniors / Liepaja SSS / Liepaja U16 / Liepaja U17 / Zemgale / Zemgale Juniors,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/476815/deniss-vilmans
Сергей Иванов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Amur Khabarovsk / Amur Khabarovsk U16 / Amurskie Tigry Khabarovsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/452122/sergei-ivanov
Малик Алишлалов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,Buran Voronezh / CSKA Moskva / Colorado Evolution 16U AAA / Connecticut Jr. Rangers 16U AAA / Johnstown Tomahawks / Krasnaya Armiya Moskva / Mid Fairfield Rangers 16U AAA / NV River Rats 18U AAA National / Westminster Prep / Zvezda Moskva,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/450907/malik-alishlalov
Егор Сердюк,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,Avangard Omsk / Avangard Omsk U16 / Avangard Omsk U17 / Dynamo St. Petersburg / Metallurg Novokuznetsk / Omskie Krylia / Omskie Yastreby / Россия U17 (all) / Россия U18 (all) / Victoriaville Tigres,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/450506/yegor-serdyuk
Антон Клементьев,Россия,N/A,Защитник,ИСТИНА,ИСТИНА,Bridgeport Sound Tigers / HK Gomel / HK Sarov / KH Sanok / Loko Yaroslavl / Lokomotiv Yaroslavl / Lokomotiv Yaroslavl-2 / Naprzod Janow / New York Islanders / Россия U16 (all) / Россия U20 / SDYUSHOR Spartak Moskva / Sokol Krasnoyarsk / Spartak Moskva-2 / Zvezda-VDV Dmitrov,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/17575/anton-klementyev
Павел Доронин,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / Россия U18 / Россия U20 / Salavat Yulaev Ufa / Salavat Yulaev Ufa-2 / Toros Neftekamsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/15169/pavel-doronin
Илья Павлов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,HK Bryansk / MHK Spartak Moskva / SDYUSHOR Spartak Moskva / Slavutich Smolensk / Spartak Moskva / Spartak Moskva-2 / THK Tver / Tverichi Tver,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/106971/ilya-pavlov
